57483,1929
59441,1356
60557,1332
60839,1259
55134,1187
58800,1083
55131,876
58329,854
58006,778
58349,757
61134,717
57049,704
56657,638
60857,633
55107,596
55104,559
55124,548
58009,535
55089,480
54001,477
55129,469
55130,468
56661,454
55122,419
57065,412
58014,335
55087,332
57350,237
55101,120
